race_id,driver_id,lapno,race_progress_pct,y_pit,p_pit,pit_pred
2,2,42,72.41379310344827,0,0.006015621591359377,0
2,2,43,74.13793103448276,0,0.004980085883289576,0
2,2,44,75.86206896551724,0,0.005571506917476654,0
2,2,45,77.58620689655173,0,0.008923723362386227,0
2,2,46,79.3103448275862,0,0.008631564676761627,0
2,2,47,81.03448275862068,0,0.007373984437435865,0
2,2,48,82.75862068965517,0,0.009181717410683632,0
2,2,49,84.48275862068965,0,0.003180480096489191,0
2,2,50,86.20689655172413,0,0.0031623647082597017,0
2,2,51,87.93103448275862,0,0.0020433501340448856,0
2,2,52,89.65517241379311,0,0.00040127825923264027,0
2,2,53,91.3793103448276,0,0.0005274741561152041,0
2,2,54,93.10344827586208,0,0.0006873115198686719,0
2,2,55,94.82758620689657,0,0.0022992808371782303,0
2,2,56,96.55172413793103,0,0.0021024125162512064,0
2,2,57,98.27586206896552,0,0.003509051399305463,0
2,2,58,100.0,0,0.0006455474067479372,0
2,3,1,1.72413793103448,0,0.003849723609164357,0
2,3,2,3.44827586206896,0,0.0014894123887643218,0
2,3,3,5.1724137931034395,0,0.0009207964176312089,0
2,3,4,6.89655172413793,0,0.0005568035412579775,0
2,3,5,8.620689655172411,0,0.000623738975264132,0
2,3,6,10.34482758620689,0,0.0009575552539899945,0
2,3,7,12.068965517241379,0,0.0026486737187951803,0
2,3,8,13.79310344827586,0,0.004728818312287331,0
2,3,9,15.51724137931034,0,0.006977467332035303,0
2,3,10,17.24137931034483,0,0.3695712983608246,0
2,3,11,18.96551724137931,0,0.0172738004475832,0
2,3,12,20.68965517241379,0,0.018567737191915512,0
2,3,13,22.41379310344827,0,0.01782236061990261,0
2,3,14,24.137931034482758,0,0.020951295271515846,0
2,3,15,25.86206896551724,0,0.023813502863049507,0
2,3,16,27.58620689655172,0,0.02971619926393032,0
2,3,17,29.3103448275862,0,0.024242321029305458,0
2,3,18,31.03448275862069,0,0.0165451280772686,0
2,3,19,32.758620689655174,0,0.01138429157435894,0
2,3,20,34.48275862068966,0,0.019153380766510963,0
2,3,21,36.206896551724135,1,0.8656890988349915,1
2,3,22,37.93103448275862,0,0.0008755307062529027,0
2,3,23,39.655172413793096,0,0.002475491026416421,0
2,3,24,41.37931034482758,0,0.00038867699913680553,0
2,3,25,43.103448275862064,0,0.0014744231011718512,0
2,3,26,44.827586206896555,0,0.04129602387547493,0
2,3,27,46.551724137931025,0,0.1397247314453125,0
2,3,28,48.275862068965516,0,0.13261602818965912,0
2,3,29,50.0,0,0.006492248270660639,0
2,3,30,51.724137931034484,0,0.03517977520823479,0
2,3,31,53.44827586206896,0,0.010618582367897034,0
2,3,32,55.172413793103445,0,0.0032922234386205673,0
2,3,33,56.896551724137936,0,0.0021887742914259434,0
2,3,34,58.620689655172406,0,0.002002258086577058,0
2,3,35,60.3448275862069,0,0.0048950123600661755,0
2,3,36,62.06896551724138,0,0.004961795639246702,0
2,3,37,63.793103448275865,0,0.0050308979116380215,0
2,3,38,65.51724137931035,0,0.0053222705610096455,0
2,3,39,67.24137931034483,0,0.00623347656801343,0
2,3,40,68.96551724137932,0,0.02130148373544216,0
2,3,41,70.6896551724138,0,0.010878417640924454,0
2,3,42,72.41379310344827,0,0.011351097375154495,0
2,3,43,74.13793103448276,0,0.021694261580705643,0
2,3,44,75.86206896551724,0,0.02197328396141529,0
2,3,45,77.58620689655173,0,0.017293887212872505,0
2,3,46,79.3103448275862,0,0.012055812403559685,0
2,3,47,81.03448275862068,0,0.012462862767279148,0
2,3,48,82.75862068965517,0,0.012956615537405014,0
2,3,49,84.48275862068965,0,0.005343798082321882,0
2,3,50,86.20689655172413,0,0.007070574443787336,0
2,3,51,87.93103448275862,0,0.0043639810755848885,0
2,3,52,89.65517241379311,0,0.001429511234164238,0
2,3,53,91.3793103448276,0,0.00119104515761137,0
2,3,54,93.10344827586208,0,0.0009378877002745867,0
2,3,55,94.82758620689657,0,0.004903730005025864,0
2,3,56,96.55172413793103,0,0.0033761600498110056,0
2,3,57,98.27586206896552,0,0.0040473719127476215,0
2,3,58,100.0,0,0.0007910564891062677,0
2,4,1,1.72413793103448,0,0.0046935067512094975,0
2,4,2,3.44827586206896,0,0.0024420993868261576,0
2,4,3,5.1724137931034395,0,0.0008434399496763945,0
2,4,4,6.89655172413793,0,0.0005689694662578404,0
2,4,5,8.620689655172411,0,0.0016353980172425508,0
2,4,6,10.34482758620689,0,0.0013156784698367119,0
2,4,7,12.068965517241379,0,0.0034565655514597893,0
2,4,8,13.79310344827586,0,0.005870582070201635,0
2,4,9,15.51724137931034,0,0.010336412116885185,0
2,4,10,17.24137931034483,0,0.26405075192451477,0
2,4,11,18.96551724137931,0,0.012393836863338947,0
2,4,12,20.68965517241379,0,0.01667587272822857,0
2,4,13,22.41379310344827,0,0.028221340849995613,0
2,4,14,24.137931034482758,0,0.01654190942645073,0
2,4,15,25.86206896551724,0,0.03422129154205322,0
2,4,16,27.58620689655172,0,0.03692615404725075,0
2,4,17,29.3103448275862,0,0.035816971212625504,0
2,4,18,31.03448275862069,0,0.03981441631913185,0
2,4,19,32.758620689655174,0,0.047310832887887955,0
2,4,20,34.48275862068966,0,0.04120182991027832,0
2,4,21,36.206896551724135,0,0.06604951620101929,0
2,4,22,37.93103448275862,0,0.11243094503879547,0
2,4,23,39.655172413793096,0,0.06579998880624771,0
2,4,24,41.37931034482758,0,0.09273697435855865,0
2,4,25,43.103448275862064,0,0.10885673761367798,0
2,4,26,44.827586206896555,1,0.7943710684776306,1
2,4,27,46.551724137931025,0,0.06606081128120422,0
2,4,28,48.275862068965516,0,0.11110161989927292,0
2,4,29,50.0,0,0.05316051095724106,0
2,4,30,51.724137931034484,0,0.014324893243610859,0
2,4,31,53.44827586206896,0,0.016895625740289688,0
2,4,32,55.172413793103445,0,0.0009643950616009533,0
2,4,33,56.896551724137936,0,0.0009899522410705686,0
2,4,34,58.620689655172406,0,0.0011951556662097573,0
2,4,35,60.3448275862069,0,0.0010753767564892769,0
2,4,36,62.06896551724138,0,0.0015615656739100814,0
2,4,37,63.793103448275865,0,0.002318041166290641,0
2,4,38,65.51724137931035,0,0.001853836583904922,0
2,4,39,67.24137931034483,0,0.0034026610665023327,0
2,4,40,68.96551724137932,0,0.005561173427850008,0
2,4,41,70.6896551724138,0,0.005074617452919483,0
2,4,42,72.41379310344827,0,0.005757273640483618,0
2,4,43,74.13793103448276,0,0.016987809911370277,0
2,4,44,75.86206896551724,0,0.010446107015013695,0
2,4,45,77.58620689655173,0,0.011729313060641289,0
2,4,46,79.3103448275862,0,0.008905809372663498,0
2,4,47,81.03448275862068,0,0.005483641754835844,0
2,4,48,82.75862068965517,0,0.00387798179872334,0
2,4,49,84.48275862068965,0,0.002756045199930668,0
2,4,50,86.20689655172413,0,0.00227202451787889,0
2,4,51,87.93103448275862,0,0.001259349286556244,0
2,4,52,89.65517241379311,0,0.000569535419344902,0
2,4,53,91.3793103448276,0,0.0006495152483694255,0
2,4,54,93.10344827586208,0,0.0005029161693528295,0
2,4,55,94.82758620689657,0,0.003107743803411722,0
2,4,56,96.55172413793103,0,0.0019012086559087038,0
2,4,57,98.27586206896552,0,0.0020213183015584946,0
2,4,58,100.0,0,0.0006078838487155735,0
2,5,1,1.72413793103448,0,0.05879448354244232,0
2,5,2,3.44827586206896,0,0.012364123947918415,0
2,5,3,5.1724137931034395,0,0.003072932129725814,0
2,5,4,6.89655172413793,0,0.004456100519746542,0
2,5,5,8.620689655172411,0,0.003655903274193406,0
2,5,6,10.34482758620689,0,0.010637992061674595,0
2,5,7,12.068965517241379,0,0.016809673979878426,0
2,5,8,13.79310344827586,0,0.07387848943471909,0
2,5,9,15.51724137931034,0,0.04688567295670509,0
2,5,10,17.24137931034483,0,0.02908407710492611,0
2,5,11,18.96551724137931,0,0.026381654664874077,0
2,5,12,20.68965517241379,0,0.05349672958254814,0
2,5,13,22.41379310344827,0,0.0626244843006134,0
2,5,14,24.137931034482758,0,0.2042621374130249,0
2,5,15,25.86206896551724,0,0.11236025393009186,0
2,5,16,27.58620689655172,0,0.06504184007644653,0
2,5,17,29.3103448275862,0,0.10177893936634064,0
2,5,18,31.03448275862069,0,0.09448018670082092,0
2,5,19,32.758620689655174,0,0.13242550194263458,0
2,5,20,34.48275862068966,0,0.08031607419252396,0
2,5,21,36.206896551724135,0,0.20540578663349152,0
2,5,22,37.93103448275862,0,0.9101678133010864,1
2,5,23,39.655172413793096,0,0.14099131524562836,0
2,5,24,41.37931034482758,0,0.06434184312820435,0
2,5,25,43.103448275862064,1,0.8898765444755554,1
2,5,26,44.827586206896555,0,0.05258879438042641,0
2,5,27,46.551724137931025,0,0.062027037143707275,0
2,5,28,48.275862068965516,0,0.03944350406527519,0
2,5,29,50.0,0,0.005261378828436136,0
2,5,30,51.724137931034484,0,0.03080110251903534,0
2,5,31,53.44827586206896,0,0.01659315451979637,0
2,5,32,55.172413793103445,0,0.0033555063419044018,0
2,5,33,56.896551724137936,0,0.0040444438345730305,0
2,5,34,58.620689655172406,0,0.001690017874352634,0
2,5,35,60.3448275862069,0,0.001925087533891201,0
2,5,36,62.06896551724138,0,0.0022241021506488323,0
2,5,37,63.793103448275865,0,0.0031900773756206036,0
2,5,38,65.51724137931035,0,0.002485085977241397,0
2,5,39,67.24137931034483,0,0.005564392078667879,0
2,5,40,68.96551724137932,0,0.004557004664093256,0
2,5,41,70.6896551724138,0,0.0037820658180862665,0
2,5,42,72.41379310344827,0,0.004306728485971689,0
2,5,43,74.13793103448276,0,0.005028001498430967,0
2,5,44,75.86206896551724,0,0.0030417009256780148,0
2,5,45,77.58620689655173,0,0.003291769651696086,0
2,5,46,79.3103448275862,0,0.003635879373177886,0
2,5,47,81.03448275862068,0,0.003914286382496357,0
2,5,48,82.75862068965517,0,0.0029878132045269012,0
2,5,49,84.48275862068965,0,0.0014960677362978458,0
2,5,50,86.20689655172413,0,0.0011568795889616013,0
2,5,51,87.93103448275862,0,0.000678600394167006,0
2,5,52,89.65517241379311,0,0.0003071032406296581,0
2,5,53,91.3793103448276,0,0.0004154856433160603,0
2,5,54,93.10344827586208,0,0.00047310173977166414,0
2,5,55,94.82758620689657,0,0.0018600948387756944,0
2,5,56,96.55172413793103,0,0.0010248520411550999,0
2,5,57,98.27586206896552,0,0.0013929635751992464,0
2,5,58,100.0,0,0.00030289602000266314,0
2,6,1,1.72413793103448,0,0.005064244382083416,0
2,6,2,3.44827586206896,0,0.003568592481315136,0
2,6,3,5.1724137931034395,0,0.0009591490379534662,0
2,6,4,6.89655172413793,0,0.0006802178104408085,0
2,6,5,8.620689655172411,0,0.0013024663785472512,0
2,6,6,10.34482758620689,0,0.00201690592803061,0
2,6,7,12.068965517241379,0,0.004242709372192621,0
2,6,8,13.79310344827586,0,0.004134105518460274,0
2,6,9,15.51724137931034,0,0.0077239954844117165,0
2,6,10,17.24137931034483,0,0.5239041447639465,1
2,6,11,18.96551724137931,0,0.0063772196881473064,0
2,6,12,20.68965517241379,0,0.01241028867661953,0
2,6,13,22.41379310344827,0,0.01605614647269249,0
2,6,14,24.137931034482758,0,0.01327383704483509,0
2,6,15,25.86206896551724,0,0.04072611778974533,0
2,6,16,27.58620689655172,0,0.023641204461455345,0
2,6,17,29.3103448275862,0,0.042960863560438156,0
2,6,18,31.03448275862069,0,0.03885729983448982,0
2,6,19,32.758620689655174,0,0.05423072353005409,0
2,6,20,34.48275862068966,0,0.04869088530540466,0
2,6,21,36.206896551724135,0,0.07550235092639923,0
2,6,22,37.93103448275862,1,0.8767281174659729,1
2,6,23,39.655172413793096,0,0.003947853110730648,0
2,6,24,41.37931034482758,0,0.002630970673635602,0
2,6,25,43.103448275862064,0,0.008866802789270878,0
2,6,26,44.827586206896555,0,0.051205504685640335,0
2,6,27,46.551724137931025,0,0.059408705681562424,0
2,6,28,48.275862068965516,0,0.07965404540300369,0
2,6,29,50.0,0,0.002438104245811701,0
2,6,30,51.724137931034484,0,0.019203417003154755,0
2,6,31,53.44827586206896,0,0.033480048179626465,0
2,6,32,55.172413793103445,0,0.002036032499745488,0
2,6,33,56.896551724137936,0,0.0019236239604651928,0
2,6,34,58.620689655172406,0,0.002186838071793318,0
2,6,35,60.3448275862069,0,0.001324738492257893,0
2,6,36,62.06896551724138,0,0.004015963524580002,0
2,6,37,63.793103448275865,0,0.0039749122224748135,0
2,6,38,65.51724137931035,0,0.003619242925196886,0
2,6,39,67.24137931034483,0,0.006375799421221018,0
2,6,40,68.96551724137932,0,0.0111080976203084,0
2,6,41,70.6896551724138,0,0.010768494568765163,0
2,6,42,72.41379310344827,0,0.011945712380111217,0
2,6,43,74.13793103448276,0,0.011981695890426636,0
2,6,44,75.86206896551724,0,0.009961330331861973,0
2,6,45,77.58620689655173,0,0.007818392477929592,0
2,6,46,79.3103448275862,0,0.004452433902770281,0
2,6,47,81.03448275862068,0,0.0026829561684280634,0
2,6,48,82.75862068965517,0,0.003046889090910554,0
2,6,49,84.48275862068965,0,0.001427308190613985,0
2,6,50,86.20689655172413,0,0.0014360133791342378,0
2,6,51,87.93103448275862,0,0.0012467424385249615,0
2,6,52,89.65517241379311,0,0.0005616711569018662,0
2,6,53,91.3793103448276,0,0.0006757839000783861,0
2,6,54,93.10344827586208,0,0.0007391906692646444,0
2,6,55,94.82758620689657,0,0.002036940772086382,0
2,6,56,96.55172413793103,0,0.00103437015786767,0
2,6,57,98.27586206896552,0,0.0018467499176040292,0
2,6,58,100.0,0,0.0003376290260348469,0
2,11,1,1.72413793103448,0,0.010937487706542015,0
2,11,2,3.44827586206896,0,0.004283098503947258,0
2,11,3,5.1724137931034395,0,0.0018990139942616224,0
2,11,4,6.89655172413793,0,0.000816571235191077,0
2,11,5,8.620689655172411,0,0.0010376336285844445,0
2,11,6,10.34482758620689,0,0.0022962528746575117,0
2,11,7,12.068965517241379,0,0.0064564296044409275,0
2,11,8,13.79310344827586,0,0.004685766063630581,0
2,11,9,15.51724137931034,0,0.007122197654098272,0
2,11,10,17.24137931034483,0,0.008975328877568245,0
2,11,11,18.96551724137931,0,0.01072971522808075,0
2,11,12,20.68965517241379,0,0.012761122547090054,0
2,11,13,22.41379310344827,0,0.01206864882260561,0
2,11,14,24.137931034482758,0,0.013795279897749424,0
2,11,15,25.86206896551724,0,0.12364929914474487,0
2,11,16,27.58620689655172,0,0.017373215407133102,0
2,11,17,29.3103448275862,0,0.02982056885957718,0
2,11,18,31.03448275862069,0,0.03595361113548279,0
2,11,19,32.758620689655174,0,0.03608705848455429,0
2,11,20,34.48275862068966,0,0.0637611672282219,0
2,11,21,36.206896551724135,0,0.09153873473405838,0
2,11,22,37.93103448275862,0,0.08310482650995255,0
2,11,23,39.655172413793096,0,0.0743212103843689,0
2,11,24,41.37931034482758,0,0.07138432562351227,0
2,11,25,43.103448275862064,0,0.8899536728858948,1
2,11,26,44.827586206896555,1,0.8232920169830322,1
2,11,27,46.551724137931025,0,0.012594213709235191,0
2,11,28,48.275862068965516,0,0.023631706833839417,0
2,11,29,50.0,0,0.0033731753937900066,0
2,11,30,51.724137931034484,0,0.014654170721769333,0
2,11,31,53.44827586206896,0,0.01725134439766407,0
2,11,32,55.172413793103445,0,0.001669691177085042,0
2,11,33,56.896551724137936,0,0.0016518679913133383,0
2,11,34,58.620689655172406,0,0.0013266229070723057,0
2,11,35,60.3448275862069,0,0.001450896030291915,0
2,11,36,62.06896551724138,0,0.0020734495483338833,0
2,11,37,63.793103448275865,0,0.0028627479914575815,0
2,11,38,65.51724137931035,0,0.0030277110636234283,0
2,11,39,67.24137931034483,0,0.0051421793177723885,0
2,11,40,68.96551724137932,0,0.007572021801024675,0
2,11,41,70.6896551724138,0,0.0074570635333657265,0
2,11,42,72.41379310344827,0,0.00761486915871501,0
2,11,43,74.13793103448276,0,0.00703388499096036,0
2,11,44,75.86206896551724,0,0.006692463997751474,0
2,11,45,77.58620689655173,0,0.00784999318420887,0
2,11,46,79.3103448275862,0,0.006967037450522184,0
2,11,47,81.03448275862068,0,0.006851768586784601,0
2,11,48,82.75862068965517,0,0.00595952058210969,0
2,11,49,84.48275862068965,0,0.004823970142751932,0
2,11,50,86.20689655172413,0,0.005891451146453619,0
2,11,51,87.93103448275862,0,0.0035216391552239656,0
2,11,52,89.65517241379311,0,0.0009980225004255772,0
2,11,53,91.3793103448276,0,0.001213315175846219,0
2,11,54,93.10344827586208,0,0.001378510845825076,0
2,11,55,94.82758620689657,0,0.0048006498254835606,0
2,11,56,96.55172413793103,0,0.003899435279890895,0
2,11,57,98.27586206896552,0,0.004042707849293947,0
2,11,58,100.0,0,0.0007771386299282312,0
2,14,1,1.72413793103448,0,0.014930364675819874,0
2,14,2,3.44827586206896,0,0.004483691416680813,0
2,14,3,5.1724137931034395,0,0.004335596226155758,0
2,14,4,6.89655172413793,0,0.001261694123968482,0
2,14,5,8.620689655172411,0,0.0013338513672351837,0
2,14,6,10.34482758620689,0,0.0038993393536657095,0
2,14,7,12.068965517241379,0,0.01332984957844019,0
2,14,8,13.79310344827586,0,0.00859491154551506,0
2,14,9,15.51724137931034,0,0.010225343517959118,0
2,14,10,17.24137931034483,0,0.008740028366446495,0
2,14,11,18.96551724137931,0,0.008197956718504429,0
2,14,12,20.68965517241379,0,0.013686644844710827,0
2,14,13,22.41379310344827,0,0.015415494330227375,0
2,14,14,24.137931034482758,0,0.012689933180809021,0
2,14,15,25.86206896551724,0,0.024500437080860138,0
2,14,16,27.58620689655172,0,0.019807763397693634,0
2,14,17,29.3103448275862,0,0.02456345409154892,0
2,14,18,31.03448275862069,0,0.02262161858379841,0
2,14,19,32.758620689655174,0,0.02482542209327221,0
2,14,20,34.48275862068966,0,0.03320297598838806,0
2,14,21,36.206896551724135,0,0.06637421995401382,0
2,14,22,37.93103448275862,0,0.9146059155464172,1
2,14,23,39.655172413793096,0,0.0778297632932663,0
2,14,24,41.37931034482758,0,0.07478607445955276,0
2,14,25,43.103448275862064,1,0.9290682077407837,1
2,14,26,44.827586206896555,0,0.046501532196998596,0
2,14,27,46.551724137931025,0,0.08816554397344589,0
2,14,28,48.275862068965516,0,0.04090338572859764,0
2,14,29,50.0,0,0.005427437834441662,0
2,14,30,51.724137931034484,0,0.012565718032419682,0
2,14,31,53.44827586206896,0,0.0075190020725131035,0
2,14,32,55.172413793103445,0,0.00142424157820642,0
2,14,33,56.896551724137936,0,0.00154310988727957,0
2,14,34,58.620689655172406,0,0.001552112284116447,0
2,14,35,60.3448275862069,0,0.001574658788740635,0
2,14,36,62.06896551724138,0,0.002376000164076686,0
2,14,37,63.793103448275865,0,0.0030296233016997576,0
2,14,38,65.51724137931035,0,0.003436498111113906,0
2,14,39,67.24137931034483,0,0.007153889164328575,0
2,14,40,68.96551724137932,0,0.006543063558638096,0
2,14,41,70.6896551724138,0,0.006860008463263512,0
2,14,42,72.41379310344827,0,0.013175446540117264,0
2,14,43,74.13793103448276,0,0.01119806058704853,0
2,14,44,75.86206896551724,0,0.005397223401814699,0
2,14,45,77.58620689655173,0,0.005412303376942873,0
2,14,46,79.3103448275862,0,0.004971782676875591,0
2,14,47,81.03448275862068,0,0.004853990860283375,0
2,14,48,82.75862068965517,0,0.0035502274986356497,0
2,14,49,84.48275862068965,0,0.0019021246116608381,0
2,14,50,86.20689655172413,0,0.0017277587903663516,0
2,14,51,87.93103448275862,0,0.0017304023494943976,0
2,14,52,89.65517241379311,0,0.00047014918527565897,0
2,14,53,91.3793103448276,0,0.0006202260265126824,0
2,14,54,93.10344827586208,0,0.0006980400648899376,0
2,14,55,94.82758620689657,0,0.0023285544011741877,0
2,14,56,96.55172413793103,0,0.0013337534619495273,0
2,14,57,98.27586206896552,0,0.001339419512078166,0
2,14,58,100.0,0,0.0004619476676452905,0
2,19,1,1.72413793103448,0,0.0038748662918806076,0
2,19,2,3.44827586206896,0,0.0015775994397699833,0
2,19,3,5.1724137931034395,0,0.0010125720873475075,0
2,19,4,6.89655172413793,0,0.0006766339647583663,0
2,19,5,8.620689655172411,0,0.0010697911493480206,0
2,19,6,10.34482758620689,0,0.0011836173944175243,0
2,19,7,12.068965517241379,0,0.007561441045254469,0
2,19,8,13.79310344827586,0,0.004225519951432943,0
2,19,9,15.51724137931034,0,0.010927552357316017,0
2,19,10,17.24137931034483,0,0.023198800161480904,0
2,19,11,18.96551724137931,0,0.011410714127123356,0
2,19,12,20.68965517241379,0,0.02048998512327671,0
2,19,13,22.41379310344827,0,0.02808121033012867,0
2,19,14,24.137931034482758,0,0.02976125106215477,0
2,19,15,25.86206896551724,0,0.04911694675683975,0
2,19,16,27.58620689655172,0,0.028465477749705315,0
2,19,17,29.3103448275862,0,0.05391836538910866,0
2,19,18,31.03448275862069,1,0.8898258209228516,1
2,19,19,32.758620689655174,0,0.001980863744392991,0
2,19,20,34.48275862068966,0,0.001464924542233348,0
2,19,21,36.206896551724135,0,0.0006160846096463501,0
2,19,22,37.93103448275862,0,0.0007145960698835552,0
2,19,23,39.655172413793096,0,0.0007503818487748504,0
2,19,24,41.37931034482758,0,0.0009695122134871781,0
2,19,25,43.103448275862064,0,0.0010008972603827715,0
2,19,26,44.827586206896555,0,0.05642328038811684,0
2,19,27,46.551724137931025,0,0.17920252680778503,0
2,19,28,48.275862068965516,0,0.1340031623840332,0
2,19,29,50.0,0,0.05570952221751213,0
2,19,30,51.724137931034484,0,0.03619556128978729,0
2,19,31,53.44827586206896,0,0.020981041714549065,0
2,19,32,55.172413793103445,0,0.00405112374573946,0
2,19,33,56.896551724137936,0,0.006837856024503708,0
2,19,34,58.620689655172406,0,0.005490555427968502,0
2,19,35,60.3448275862069,0,0.010466799139976501,0
2,19,36,62.06896551724138,0,0.017501922324299812,0
2,19,37,63.793103448275865,0,0.017852257937192917,0
2,19,38,65.51724137931035,0,0.017325032502412796,0
2,19,39,67.24137931034483,0,0.017766613513231277,0
2,19,40,68.96551724137932,0,0.01549410168081522,0
2,19,41,70.6896551724138,0,0.03279843553900719,0
2,19,42,72.41379310344827,0,0.03540718927979469,0
2,19,43,74.13793103448276,0,0.031998008489608765,0
2,19,44,75.86206896551724,0,0.03732529655098915,0
2,19,45,77.58620689655173,0,0.031803153455257416,0
2,19,46,79.3103448275862,0,0.01581457629799843,0
2,19,47,81.03448275862068,0,0.034130215644836426,0
2,19,48,82.75862068965517,0,0.02342570386826992,0
